Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-01-31,31.6252,32.1028,29.4175,30.3726,7430115.3293379
2010-02-28,30.1201,30.3461,26.2042,27.8355,8726527.0195875
2010-03-31,28.1127,29.165,27.1338,28.5153,9272652.3477699
2010-04-30,28.6123,30.0442,28.1384,28.5629,8340600.7276886
2010-05-31,28.5629,29.1155,26.0779,29.0662,9242040.8163371
2010-06-30,28.7139,29.5135,27.507,27.8172,5184385.4889593
2010-07-31,27.5574,30.0304,27.4036,28.2783,4065508.2213133
2010-08-31,28.4083,29.8758,27.9453,28.4055,4428463.8421139
2010-09-30,28.4338,29.0771,26.5546,27.045,6155942.0291933
2010-10-31,27.2499,27.9187,25.9855,27.2234,7727250.9113658
2010-11-30,27.2774,28.4119,25.4118,25.4118,7399076.4518329
2010-12-31,25.9077,28.5409,25.8062,27.3515,7150745.7585724
2011-01-31,27.6635,29.2107,26.2188,27.3515,6179316.0013163
2011-02-28,27.4576,27.5867,25.2901,26.4485,4351930.6417051
2011-03-31,26.4503,28.1521,25.7028,27.8172,6661760.2070005
2011-04-30,27.8702,27.9728,27.045,27.4055,4442568.4484099
2011-05-31,27.5867,28.3149,25.0257,28.3149,5311773.9649167
2011-06-30,28.2875,28.2875,26.0962,26.5034,5077939.1564532
2011-07-31,26.5235,27.0047,24.9452,25.5344,3810333.4331573
2011-08-31,25.5865,25.667,18.4491,22.7264,7685910.9169031
2011-09-30,22.2726,23.2562,18.5021,21.6404,7057482.6698589
2011-10-31,21.2296,26.6571,21.0163,26.5491,5421166.9087033
2011-11-30,24.8921,26.5747,23.1811,26.4686,4561122.5553095
2011-12-31,26.2133,27.0047,24.5984,25.9342,5810190.6399082
2012-01-31,25.9342,26.6296,24.0092,25.0321,5772584.1855544
2012-02-29,25.0046,29.6517,25,28.7166,5725162.9799773
2012-03-31,28.5547,28.6095,24.2388,26.6589,6993919.5866849
2012-04-30,26.5034,27.1923,23.9781,25.044,3449622.7454317
2012-05-31,25.0531,27.4942,24.506,27.421,5993705.7216092
2012-06-30,27.421,28.5427,25.8912,27.3652,6012240.0814362
