Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-02-28,53.5341,56.7902,51.9522,53.0227,295357.66422038
2010-03-31,52.9752,55.7672,52.6034,53.304,300974.4525413
2010-04-30,53.8602,55.8604,52.1376,54.9279,243287.95619351
2010-05-31,55.8604,55.8604,47.9007,49.8114,322675.18246734
2010-06-30,50.2781,51.2079,46.8312,47.2522,1075640.1459374
2010-07-31,47.2522,52.9268,46.6476,51.6207,505423.35764166
2010-08-31,50.8955,52.5888,49.1529,51.2828,261813.50363794
2010-09-30,50.6535,52.7331,50.6535,52.1532,665980.29194106
2010-10-31,52.2984,57.4761,52.2984,57.2824,136405.83940997
2010-11-30,55.8768,60.4727,55.8768,57.0897,255743.43064551
2010-12-31,57.5263,64.0585,55.1982,61.4893,355685.03648046
2011-01-31,62.3569,64.1023,59.0726,61.4408,968889.41601512
2011-02-28,62.071,62.9944,58.5346,60.4727,149244.52554078
2011-03-31,61.3459,62.1724,58.8296,61.9295,158886.13137976
2011-04-30,61.9295,64.4868,61.0545,63.4657,415487.95618582
2011-05-31,64.1023,64.3471,59.5101,63.8119,319852.55473024
2011-06-30,62.9004,63.378,57.6176,61.1979,65961.678829171
2011-07-31,61.1979,63.7817,57.1929,57.9391,118575.54743996
2011-08-31,57.9391,62.9378,45.4548,53.1962,396875.91239103
2011-09-30,52.6975,52.6975,42.9568,48.2021,215961.67882247
2011-10-31,49.425,53.0473,46.454,52.9468,265305.1094772
2011-11-30,51.8993,52.0481,45.505,48.4514,94137.591236671
2011-12-31,48.7017,52.4473,47.5527,52.1961,207935.03648706
2012-01-31,51.9988,53.9469,48.751,53.4455,119904.74452019
2012-02-29,53.9469,62.7926,52.6975,61.6372,137156.93430044
2012-03-31,59.9375,63.9388,58.4387,59.4918,151071.89780347
2012-04-30,59.4918,62.44,56.0924,59.8955,45412.773720599
2012-05-31,59.4388,59.9375,52.9468,59.6872,162524.45254749
2012-06-30,59.8955,59.9375,56.444,59.6872,43090.51094698
2012-07-31,59.7941,65.0969,58.7438,63.0127,65890.510945962
2012-08-31,62.4875,62.7478,59.89,59.89,68999.999996918
2012-09-30,59.6288,62.2254,58.7438,59.5676,95151.459849765
2012-10-31,59.4206,68.2187,59.4206,67.2752,143131.75181842
2012-11-30,67.4405,78.6882,66.9729,78.6882,144891.24086944
2012-12-31,74.9838,78.6334,71.7095,75.4569,217703.64962531
2013-01-31,73.0119,77.0652,72.1634,74.6778,203495.25546536
2013-02-28,74.6778,75.202,69.2681,74.8824,68857.664230501
2013-03-31,73.2228,78.1211,70.6135,73.4338,62287.22627459
2013-04-30,72.9105,73.9508,66.4505,73.4338,66798.175179498
2013-05-31,72.9105,81.6027,70.8235,79.9532,86325.5474414
2013-06-30,79.6783,88.0161,70.3029,71.3441,109824.08758634
2013-07-31,71.8656,84.0148,71.8656,80.4327,127644.52554174
2013-08-31,80.6519,96.2014,80.5734,91.5982,126387.59123523
2013-09-30,91.3607,98.9779,82.4429,98.1103,94773.722623504
2013-10-31,98.5943,110.029,94.8771,102.978,280067.51823567
2013-11-30,102.978,124.926,100.266,122.77,248883.94159472
2013-12-31,122.798,124.003,111.646,118.697,264947.08028014
2014-01-31,118.158,119.756,109.317,116.532,184261.31386038
2014-02-28,116.377,118.66,108.942,110.139,245760.21896712
2014-03-31,109.025,120.861,99.2428,120.332,212431.75181533
2014-04-30,120.478,124.113,108.97,118.076,161500.72991979
2014-05-31,117.61,119.272,109.81,118.697,76884.306565909
2014-06-30,119.217,123.528,113.874,123.008,130221.8978044
2014-07-31,123.008,127.985,116.56,124.588,244545.98539054
